MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,SaleType,SaleCondition,SalePrice,area_cluster,TotalSF,area_rooms
60,3,69.0,9588,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,0,5,5,3,270.0,2,4,2,0,3,3,5,0,5,0,1482,1482,1,0,1,4,1482,1092,0,2574,0,2,1,3,1,0,10,5,1,2,3,2007.0,0,3,868,4,4,2,0,148,0,0,0,0,4,11,6,5,276000,2,4056,85176
80,3,88.0,8471,1,0,3,0,0,0,19,2,2,0,7,6,7,1977,1995,1,0,6,10,1,46.0,3,4,1,2,1,0,0,506,5,0,0,506,1,4,1,4,1212,0,0,1212,1,1,0,3,1,3,6,5,1,4,1,1978.0,2,2,492,4,4,2,292,12,0,0,0,0,1,7,8,4,151000,3,1718,22334
50,4,50.0,5500,1,3,3,0,0,0,17,2,2,0,0,5,7,1929,2001,1,0,13,14,2,0.0,3,4,0,3,3,3,3,234,0,692,0,926,1,4,1,4,926,0,390,1316,1,1,0,3,1,3,6,5,0,5,5,1974.0,2,2,484,4,4,2,0,0,0,0,0,0,4,4,8,4,130000,0,1852,22224
30,4,30.0,5232,1,2,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,0,13,14,2,0.0,3,4,0,1,3,3,5,0,5,0,680,680,1,2,0,2,764,0,0,764,0,1,0,2,1,3,4,5,0,5,5,1965.0,2,2,504,4,4,0,0,0,0,0,0,0,4,6,8,4,73000,1,1444,14440
20,3,78.0,12090,1,0,3,0,4,0,14,2,2,0,2,6,6,1981,1981,1,0,8,8,1,210.0,3,2,1,2,3,3,2,588,3,228,606,1422,1,4,1,4,1422,0,0,1422,0,2,0,3,1,2,7,5,1,4,1,1981.0,0,2,576,4,4,2,276,0,0,0,0,0,0,6,8,4,175500,0,2844,42660
60,3,70.0,11207,1,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,0,12,13,2,0.0,3,4,2,2,3,0,2,714,5,0,88,802,1,2,1,4,802,709,0,1511,1,2,1,3,1,3,8,5,1,4,1,1997.0,0,2,413,4,4,2,95,75,0,0,0,0,4,6,8,4,185000,0,2313,39321
75,3,60.0,8400,1,3,0,0,4,1,18,2,2,0,3,5,8,1939,1997,1,0,13,14,2,0.0,3,4,2,3,3,3,3,378,5,0,342,720,1,0,1,4,1052,720,420,2192,0,2,1,4,1,2,8,5,1,2,5,1939.0,2,1,240,4,4,2,262,24,0,0,0,0,4,7,8,4,179500,2,2492,39872
30,4,71.0,6900,1,3,3,0,4,0,9,2,2,0,2,5,6,1940,1955,1,0,12,13,2,0.0,3,4,1,3,3,3,0,403,4,125,212,740,1,0,1,4,778,0,0,778,0,1,0,2,1,3,4,5,1,2,5,1966.0,0,1,924,0,0,2,0,25,0,0,0,0,4,2,8,4,120500,1,1518,15180
20,3,67.96128423040604,7917,1,0,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,0,6,6,1,174.0,3,2,1,3,1,3,1,751,5,0,392,1143,1,4,1,4,1113,0,0,1113,1,1,1,3,1,3,6,5,1,1,1,1987.0,1,1,504,4,2,2,370,30,0,0,0,0,0,5,8,4,148000,3,2256,31584
60,3,92.0,11764,1,0,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,0,12,13,1,348.0,2,4,2,2,3,3,2,524,5,0,628,1152,1,0,1,4,1164,1106,0,2270,0,2,1,4,1,2,9,5,1,2,1,1999.0,0,3,671,4,4,2,132,57,0,0,0,0,4,4,8,4,290000,2,3422,68440
20,3,80.0,9600,1,3,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,0,13,14,0,183.0,3,4,1,3,3,3,4,620,3,620,0,1240,1,2,1,4,1632,0,0,1632,1,2,0,3,1,3,6,2,1,2,1,1958.0,1,1,338,4,4,2,289,0,0,0,0,0,2,4,8,4,139000,4,2872,40208
20,3,76.0,8314,1,3,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,0,6,7,2,0.0,3,4,1,3,3,1,0,546,5,0,270,816,1,4,1,4,816,0,0,816,0,1,0,2,1,3,5,5,0,5,1,1982.0,2,1,264,4,4,2,168,0,0,0,0,0,4,6,8,4,124500,1,1632,17952
50,3,55.0,7264,1,3,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,0,13,14,2,0.0,2,2,0,3,3,3,5,0,5,0,952,952,2,2,0,4,952,596,0,1548,0,2,1,3,1,0,5,5,0,5,5,1978.0,2,2,672,4,4,2,74,0,0,0,144,0,4,10,8,4,205000,0,2500,37500
20,3,129.0,9196,1,0,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,0,12,13,2,0.0,2,4,2,0,3,3,5,0,5,0,1560,1560,1,0,1,4,1560,0,0,1560,0,2,0,3,1,2,7,5,0,5,1,2003.0,0,2,573,4,4,2,100,150,0,0,0,0,4,4,8,4,201000,0,3120,49920
20,3,140.0,19138,1,3,3,0,0,0,8,2,2,0,2,4,5,1951,1951,1,0,12,13,2,0.0,3,4,1,3,3,3,3,120,5,0,744,864,1,0,1,4,864,0,0,864,0,1,0,2,1,3,4,5,0,5,5,1951.0,2,2,400,4,4,2,0,0,0,0,0,0,4,6,8,4,141000,1,1728,15552
60,3,83.0,10005,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,0,9,10,1,299.0,3,4,1,2,3,3,1,392,5,0,768,1160,1,0,1,4,1156,866,0,2022,0,2,1,4,1,3,8,5,1,4,1,1977.0,0,2,505,4,4,2,288,117,0,0,0,0,4,3,8,4,192000,4,3182,57276
60,3,82.0,11287,1,3,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,0,9,10,1,340.0,2,4,1,2,3,0,2,421,5,0,386,807,1,2,1,4,1175,807,0,1982,0,2,1,3,1,2,7,5,1,4,1,1989.0,0,2,575,4,4,2,0,84,0,196,0,0,4,1,8,4,228500,4,2789,47413
20,1,60.0,7200,1,3,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,0,12,13,3,68.0,2,4,2,2,3,3,2,905,5,0,357,1262,1,2,1,4,1262,0,0,1262,0,2,0,2,1,2,5,5,0,5,1,2006.0,0,2,572,4,4,2,0,120,0,0,0,0,4,5,6,5,185000,3,2524,32812
120,3,34.0,5063,1,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,0,12,13,3,166.0,2,4,2,2,3,3,2,904,5,0,410,1314,1,0,1,4,1314,0,0,1314,1,2,0,2,1,2,6,5,1,2,1,2008.0,1,2,626,4,4,2,172,62,0,0,0,0,4,4,5,4,207500,0,2628,39420
20,3,74.0,9612,1,3,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,0,12,13,3,72.0,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,1468,0,0,1468,0,2,0,3,1,2,6,5,1,2,1,2008.0,0,3,898,4,4,2,210,150,0,0,0,0,4,12,6,5,244600,0,2936,46976
120,3,50.0,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,0,9,7,2,0.0,2,4,2,2,3,3,2,430,5,0,1145,1575,1,2,1,4,1575,0,0,1575,1,2,0,2,1,2,5,5,0,5,1,1992.0,1,2,529,4,4,2,0,0,52,0,0,0,4,7,8,4,179200,0,3150,40950
160,1,35.0,4251,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,0,8,8,2,0.0,2,4,2,2,3,3,5,0,5,0,625,625,1,0,1,4,625,625,0,1250,0,2,1,2,1,2,5,5,0,5,5,2006.0,1,2,528,4,4,2,0,54,0,0,0,0,4,6,6,5,164700,3,1875,28125
50,3,77.0,9786,1,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,0,13,14,2,0.0,3,4,1,3,3,3,4,600,5,0,312,912,1,4,1,4,1085,649,0,1734,0,1,1,3,1,2,7,5,1,2,1,1962.0,1,2,440,4,4,2,0,0,0,0,128,0,0,6,8,4,159000,4,2646,39690
20,3,67.96128423040604,8125,1,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,0,6,6,2,0.0,3,4,1,3,3,3,1,614,5,0,244,858,1,4,1,4,858,0,0,858,0,1,0,3,1,3,5,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,0,0,0,0,0,0,4,6,8,4,88000,1,1716,17160
20,3,67.96128423040604,9819,1,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,0,8,8,1,31.0,3,2,1,3,3,3,1,450,5,0,432,882,1,4,1,4,900,0,0,900,0,1,0,3,1,3,5,5,0,5,5,1970.0,2,1,280,4,4,2,0,0,0,0,0,0,2,2,8,4,122000,1,1782,19602
70,3,60.0,8730,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,0,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,698,698,1,0,1,0,698,698,0,1396,0,1,0,3,1,3,7,5,0,5,5,2003.0,2,1,384,4,4,2,0,0,0,0,259,0,4,7,8,4,153575,0,2094,29316
60,3,120.0,15611,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,0,12,13,2,0.0,2,4,2,2,3,0,5,0,5,0,1079,1079,1,0,1,4,1079,840,0,1919,0,2,1,3,1,2,8,5,1,2,1,2006.0,1,2,685,2,4,2,0,51,0,0,0,0,4,7,6,5,233230,4,2998,56962
190,3,55.0,5687,1,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,0,12,13,2,0.0,3,1,2,3,0,3,4,210,5,0,570,780,1,0,0,4,936,780,0,1716,1,2,0,6,1,1,9,5,0,5,6,1977.3601659751037,3,0,0,5,5,0,0,184,0,0,0,0,4,3,8,4,135900,4,2496,39936
50,3,60.0,11409,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,0,13,14,2,0.0,3,4,1,3,3,3,3,292,5,0,476,768,1,2,1,4,1148,568,0,1716,0,1,1,3,1,3,8,3,1,2,1,1949.0,2,1,281,4,4,2,0,0,0,0,160,0,4,1,8,4,131000,4,2484,37260
60,3,67.96128423040604,16659,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,0,9,10,1,34.0,3,4,1,3,3,3,0,795,5,0,0,795,1,1,1,4,1468,795,0,2263,1,2,1,3,1,2,9,5,1,4,1,1977.0,0,2,539,4,4,2,0,250,0,0,0,0,4,3,8,4,235000,2,3058,58102
20,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,0,6,6,3,238.0,3,4,1,3,3,3,2,1285,5,0,131,1416,1,4,1,4,1644,0,0,1644,1,1,0,3,1,3,7,5,2,2,1,1953.0,0,2,418,4,4,2,110,0,0,0,0,0,4,10,8,4,167000,4,3060,42840
80,3,37.0,7937,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,0,6,6,2,0.0,3,4,1,3,3,0,2,819,5,0,184,1003,1,4,1,4,1003,0,0,1003,1,1,0,3,1,3,6,5,0,5,5,1984.0,2,2,588,4,4,2,120,0,0,0,0,0,0,3,8,4,142500,1,2006,26078
50,4,75.0,13710,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,0,13,14,2,0.0,3,4,1,3,3,3,1,420,5,0,490,910,1,4,1,0,910,648,0,1558,0,1,1,4,1,3,6,5,0,5,1,1950.0,2,1,282,4,4,2,289,0,0,0,0,0,2,6,8,4,152000,0,2468,32084
60,3,90.0,11700,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,0,6,1,1,365.0,2,4,1,3,3,3,0,384,4,175,143,702,1,2,1,4,1041,702,0,1743,0,1,2,3,1,3,7,5,1,2,1,1968.0,2,2,539,4,4,2,224,0,0,0,0,0,4,6,8,4,175000,4,2445,39120
20,3,80.0,14000,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,0,6,6,2,0.0,3,2,1,3,3,3,5,0,5,0,1092,1092,1,0,1,4,1152,0,0,1152,0,1,0,3,1,2,6,5,1,2,1,1950.0,2,1,300,4,4,2,0,36,0,0,0,0,0,8,8,3,158500,3,2244,29172
190,3,90.0,15750,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,0,8,8,1,56.0,3,4,1,3,3,2,1,841,5,0,324,1165,1,4,1,4,1336,0,0,1336,1,1,0,2,1,3,5,5,2,2,1,1953.0,2,1,375,4,4,2,0,0,0,0,0,0,4,6,8,4,157000,0,2501,27511
60,3,66.0,16226,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,0,12,13,2,0.0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1210,1242,0,2452,0,2,1,4,1,2,9,5,1,4,3,1998.0,0,2,683,4,4,2,208,50,0,0,0,0,4,5,8,4,267000,2,3480,69600
20,3,118.0,13704,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,0,12,13,1,150.0,2,4,2,2,3,3,5,0,5,0,1541,1541,1,0,1,4,1541,0,0,1541,0,2,0,3,1,2,6,5,1,4,1,2001.0,1,3,843,4,4,2,468,81,0,0,0,0,4,1,8,4,205000,0,3082,46230
20,3,70.0,9800,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,0,12,13,2,0.0,3,4,2,3,3,3,0,894,5,0,0,894,1,4,1,4,894,0,0,894,1,1,0,3,1,3,5,5,0,5,1,1975.0,2,2,552,4,4,2,256,0,0,0,0,0,1,7,8,0,149900,1,1788,19668
60,3,116.0,13474,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,0,6,10,1,246.0,2,4,1,2,3,3,0,700,5,0,0,700,1,2,1,4,1122,1121,0,2243,1,2,1,4,1,2,8,5,1,4,1,1990.0,1,3,746,4,4,2,127,44,224,0,0,0,4,6,8,4,225000,2,2943,52974
50,4,67.96128423040604,7920,1,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,0,8,8,2,0.0,3,1,1,3,3,3,5,0,5,0,319,319,1,4,1,0,1035,371,0,1406,0,1,0,3,1,1,6,5,0,5,6,1977.3601659751037,3,0,0,5,5,0,0,144,0,0,0,0,2,3,8,4,89500,0,1725,22425
30,3,67.96128423040604,12342,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,0,12,13,2,0.0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,861,0,0,861,0,1,0,1,1,3,4,5,0,5,5,1961.0,2,2,539,4,4,2,158,0,0,0,0,0,4,3,8,4,82500,1,1722,15498
60,3,67.96128423040604,7685,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,0,6,6,1,112.0,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,697,804,0,1501,0,2,1,3,1,2,6,5,1,4,1,1993.0,0,2,420,4,4,2,190,63,0,0,0,0,4,5,8,4,165600,0,2198,32970
20,3,50.0,8000,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,0,12,13,2,0.0,3,2,1,3,3,3,0,680,5,0,292,972,1,0,1,4,972,0,0,972,1,1,0,2,1,3,5,5,1,2,5,1948.0,2,1,240,4,4,2,0,0,0,0,0,0,4,5,8,4,132000,1,1944,23328
190,4,65.0,7800,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,0,8,8,2,0.0,3,4,1,2,3,2,4,507,5,0,286,793,1,4,1,4,793,325,0,1118,1,1,0,3,1,3,5,5,1,2,5,1939.0,2,2,410,4,4,2,0,0,0,0,271,0,2,5,8,4,119900,3,1911,21021
70,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,0,13,14,2,0.0,3,4,0,3,1,3,3,16,5,0,712,728,1,0,1,4,832,809,0,1641,0,1,1,3,1,0,6,5,1,2,5,1925.0,2,2,546,1,4,2,0,0,234,0,0,0,4,8,8,4,178000,4,2369,35535
60,3,71.0,7795,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,0,12,13,2,0.0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,716,0,1432,1,2,1,3,1,2,6,5,1,2,1,2004.0,0,2,432,4,4,2,100,51,0,0,0,0,4,7,8,4,188500,0,2148,34368
60,3,94.0,13005,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,0,5,5,1,278.0,2,4,1,2,3,3,2,692,5,0,153,845,1,4,1,4,1153,1200,0,2353,1,2,1,4,1,0,10,5,1,4,1,1983.0,1,2,484,4,4,2,288,195,0,0,0,0,0,8,8,4,260000,2,3198,63960
80,3,67.96128423040604,14115,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,0,9,10,1,225.0,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,1472,0,0,1472,1,2,0,3,1,3,6,5,2,4,1,1980.0,2,2,588,4,4,2,233,48,0,0,0,0,4,6,8,4,187500,0,2844,42660
60,3,111.0,16259,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,0,12,13,3,370.0,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1249,1347,0,2596,0,3,1,4,1,2,9,5,0,5,1,2006.0,1,3,840,4,4,2,240,154,0,0,0,0,4,9,6,5,342643,2,3845,84590
60,3,99.0,12099,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,0,12,13,1,388.0,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1136,1332,0,2468,1,2,1,4,1,2,10,5,1,2,3,2004.0,0,3,872,4,4,2,184,154,0,0,0,0,4,6,8,4,354000,2,3604,75684
20,4,49.0,5820,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,0,12,13,2,0.0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,1163,0,0,1163,1,1,0,3,1,3,6,5,0,5,1,1955.0,2,1,220,1,4,2,142,98,0,0,0,0,4,7,8,4,126175,3,2325,23250
45,4,50.0,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,0,8,8,2,0.0,3,4,1,3,3,0,1,116,5,0,604,720,1,3,0,1,803,0,0,803,0,1,0,2,1,3,5,5,0,5,5,1941.0,2,2,360,4,4,2,0,0,244,0,0,0,4,12,8,4,87000,1,1523,16753
20,3,80.0,11600,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,0,13,14,1,175.0,3,4,1,3,3,3,4,565,5,0,818,1383,1,4,1,4,1383,0,0,1383,0,1,1,3,1,3,7,5,0,5,1,1960.0,1,1,292,4,4,2,0,45,0,0,0,0,4,4,8,4,145250,0,2766,41490
75,3,67.96128423040604,11888,1,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,0,13,15,2,0.0,3,4,0,3,3,3,5,0,5,0,844,844,1,2,0,0,1445,689,0,2134,0,2,0,5,1,2,10,5,0,5,5,1930.0,2,2,441,4,4,2,0,60,268,0,0,0,4,7,8,4,214500,2,2978,53604
70,4,60.0,6402,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,0,13,15,2,0.0,3,4,2,3,3,2,5,0,5,0,596,596,1,4,0,4,596,596,0,1192,0,1,0,3,1,3,6,5,0,5,5,1920.0,2,1,189,1,1,0,0,0,137,0,0,0,1,7,8,4,78000,3,1788,21456
90,3,67.96128423040604,10624,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,0,6,6,1,84.0,3,4,1,3,3,3,2,40,4,264,1424,1728,1,4,1,4,1728,0,0,1728,0,2,0,6,2,3,10,5,0,5,5,2002.0,2,1,352,4,4,2,155,0,0,0,0,0,4,11,8,4,119000,4,3456,58752
20,3,70.0,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,0,13,14,2,0.0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,1056,0,0,1056,1,1,0,3,1,3,6,5,0,5,1,1958.0,1,1,308,4,4,2,0,0,0,0,0,0,4,8,8,4,139000,3,2112,25344
120,4,59.0,8198,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,0,12,13,3,146.0,2,4,2,2,3,0,2,720,5,0,638,1358,1,0,1,4,1358,0,0,1358,1,2,0,2,1,2,6,5,1,2,1,2004.0,1,2,484,4,4,2,192,30,0,0,0,0,4,7,8,4,207000,0,2716,40740
60,3,59.0,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,2,0.0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,943,695,0,1638,1,2,1,3,1,3,7,5,2,4,1,1998.0,0,2,472,4,4,2,100,38,0,0,0,0,4,7,8,4,192000,4,2581,41296
20,3,86.0,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,0,12,13,3,200.0,2,4,2,0,3,1,2,1249,5,0,673,1922,1,0,1,4,1922,0,0,1922,1,2,0,3,1,2,8,5,1,2,1,2005.0,0,3,676,4,4,2,178,51,0,0,0,0,4,7,8,4,377426,4,3844,73036
20,3,70.0,9135,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,0,12,13,1,113.0,2,4,2,2,3,0,2,810,5,0,726,1536,1,0,1,4,1536,0,0,1536,1,2,0,3,1,2,7,5,0,5,1,2002.0,1,2,532,4,4,2,192,74,0,0,0,0,4,12,8,4,214000,0,3072,49152
20,3,91.0,14145,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,0,13,14,2,0.0,2,4,1,2,3,2,0,213,5,0,995,1208,1,0,1,4,1621,0,0,1621,1,2,0,3,1,2,8,5,0,5,1,1984.0,1,2,440,4,4,2,108,45,0,0,0,0,4,5,8,4,202500,0,2829,48093
20,3,66.0,12400,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,0,13,14,1,176.0,3,4,1,3,0,3,4,585,5,0,630,1215,1,4,1,0,1215,0,0,1215,0,1,0,3,1,3,6,5,0,5,1,1958.0,2,1,297,4,4,2,0,0,0,0,234,0,4,6,8,4,155000,3,2430,31590
60,3,85.0,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,993,915,0,1908,0,2,1,4,1,2,9,5,0,5,1,2002.0,0,2,431,4,4,2,135,0,0,0,0,0,4,4,8,4,202900,4,2875,57500
20,2,60.0,8400,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,0,13,0,2,0.0,1,1,1,3,0,3,5,0,5,0,721,721,1,2,1,4,841,0,0,841,0,1,0,2,1,3,4,5,0,5,4,1950.0,2,1,294,4,4,0,250,0,24,0,0,0,4,9,8,4,82000,1,1562,14058
90,3,67.96128423040604,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,0,11,12,1,340.0,3,4,3,4,4,4,6,0,6,0,0,0,5,1,0,0,1040,0,0,1040,0,2,0,2,2,3,6,5,0,5,5,1949.0,2,2,400,4,4,2,0,0,0,0,0,0,4,5,8,4,87500,3,1040,11440
160,4,36.0,2592,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,0,5,5,2,0.0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,536,576,0,1112,0,1,1,3,1,3,4,5,0,5,1,1976.0,2,1,336,4,4,2,182,0,0,0,0,0,4,4,8,4,85000,3,1648,18128
50,3,65.0,6435,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,0,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,972,605,0,1577,0,1,0,3,1,1,6,5,1,2,5,1939.0,2,1,312,4,4,2,0,0,0,0,0,0,4,10,8,4,140200,0,2549,33137
20,3,67.96128423040604,12772,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,0,8,8,2,0.0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,958,0,0,958,0,1,0,2,1,3,5,5,0,5,1,1960.0,1,1,301,4,4,2,0,0,0,0,0,0,4,4,8,4,151500,1,1916,22992
20,3,67.96128423040604,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,0,13,14,1,30.0,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,1478,0,0,1478,1,2,0,3,1,3,6,5,2,2,1,1960.0,2,2,498,4,4,2,0,40,0,0,0,0,4,12,8,4,157500,0,2956,41384
160,3,36.0,2448,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,0,12,15,3,106.0,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,764,862,0,1626,1,2,1,2,1,2,6,5,0,5,3,2003.0,1,2,474,4,4,2,0,27,0,0,0,0,4,10,8,4,154000,4,2390,38240
120,3,67.96128423040604,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,0,13,14,2,0.0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,1453,0,0,1453,1,1,1,2,1,2,6,5,1,4,1,1986.0,1,2,445,4,4,2,0,80,0,0,184,0,4,12,8,0,190000,0,2906,43590
50,3,60.0,9084,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,0,12,13,2,0.0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,616,495,0,1111,0,1,0,3,1,3,5,5,0,5,5,1941.0,2,1,200,4,1,2,48,0,0,0,0,0,4,3,5,4,95000,3,1727,18997
30,4,60.0,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,0,12,13,2,0.0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,720,0,0,720,0,1,0,2,1,3,5,5,0,5,5,2005.0,2,2,484,4,4,2,106,0,0,0,0,0,4,5,8,4,105900,1,1344,16128
50,3,60.0,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,0,13,8,2,0.0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,1192,403,0,1595,0,1,0,2,1,3,6,5,2,2,1,1940.0,2,1,240,4,4,2,0,0,108,0,0,0,4,6,8,4,140000,0,2535,32955
20,3,105.0,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,0,12,13,2,0.0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,1200,0,0,1200,1,2,0,3,1,2,6,5,0,5,1,1995.0,1,2,521,4,4,2,0,26,0,0,0,0,4,8,8,4,177500,3,2400,33600
20,3,67.96128423040604,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,1167,1,2,0,3,1,2,6,5,0,5,1,1992.0,1,2,400,4,4,2,120,26,0,0,0,0,4,7,8,4,173000,3,2325,32550
80,3,92.0,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,0,13,7,1,120.0,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,1352,0,0,1352,0,1,0,3,1,2,6,3,0,5,3,1958.0,2,1,288,4,4,2,168,0,294,0,0,0,4,7,8,0,130000,0,2414,28968
